growth_level,n_nodes,beta,tau,r2,rmse,t_median,mean_first_time,std_first_time,n_nucleated,nucleation_rate,nucleation_regime,pressure
7,1695,0.8843939544889914,6.551896990671583,0.9837252130989005,0.03157894113353652,4.0,7.24,7.2043320301052205,50,1.0,Intermediate,26.0
7,1695,0.8573534312317573,8.703269899182542,0.9691470574039661,0.041193215337471126,6.0,9.16,9.15065025011884,50,1.0,Intermediate,27.0
7,1695,0.8470448783088579,4.414855561375512,0.9818318515242419,0.03146493244960811,4.0,5.06,5.232246171578704,50,1.0,Intermediate,28.0
7,1695,0.8541821031448933,10.337636301773186,0.986817018535695,0.02609534413539096,8.0,11.66,12.92998066510542,50,1.0,Intermediate,29.0
7,1695,0.7226771000998287,6.796586645412853,0.9818168315576361,0.030176866570466847,4.0,8.04,8.68322520726026,50,1.0,Intermediate,30.0
7,1695,0.8866610994714066,10.320040140055994,0.9783241048553505,0.031174028529610966,8.0,12.34,15.635357367198232,50,1.0,Intermediate,31.0
