Group,N_Files,N_Unique_Results,Hysteresis_Mean,Hysteresis_SD,Intrusion_Pressure_Mean,Intrusion_Pressure_SD,Extrusion_Pressure_Mean,Extrusion_Pressure_SD
RHO/cage_filling_data,10,10,8.056845248114783,1.197340297601325,67.37314477620646,0.5019767504511219,35.37704480870674,3.958340772640373
